Author;Publication count;PageRank;Authority score
Christos Faloutsos;4;0.001882188;9.83E-06
Ali Moallemi;1;0.000572713;1.30E-05
Shun'ichi Amano;1;0.000394271;0.000717473
Matti Nykänen;1;0.000572713;1.30E-05
Carsten Lutz;2;0.000749148;0.000151218
Yannis Papakonstantinou;2;0.00053502;0.001204142
Chee-Keng Yap;1;0.000294758;0.000189809
Joachim Niehren;2;0.001248053;2.28E-06
Raghu Ramakrishnan;15;0.004952128;0.008886158
Rajeev Motwani;5;0.002077489;0.000569192
Thomas M. Kroeger;1;0.000971947;1.20E-71
Weidong Chen;2;0.000931099;1.04E-181
Edo Liberty;1;0.000654107;4.21E-06
Philippe Richard;1;0.000931099;5.45E-235
Alon Efrat;1;0.000522097;1.08E-05
Bing-Chao Huang;1;0.000931099;5.45E-235
Noga Alon;3;0.001416501;0.002284308
Jorge Pérez 0001;5;0.001364168;0.002093831
Srujana Merugu;1;0.000860959;0.001336124
Jimmy P. Strickland;1;0.000931099;5.45E-235
Steven Dawson;1;0.000970798;2.38E-148
Anil Nerode;1;0.000709199;1.31E-05
Jerzy Tyszkiewicz;1;0.000431728;0.000377022
Sundeep Prakash;1;0.000653345;2.13E-06
Clemens Kupke;1;0.000508035;0.000297212
Monika Rauch Henzinger;1;0;0
Arnaldo V. Moura;1;0.000584769;0.000126999
S. Muthukrishnan;12;0.00367774;0.001226851
Kim S. Larsen;1;0;0
Peter J. Haas;4;0.001417124;0.00013657
Gottfried Vossen;5;0.00125225;0.001896723
Thomas Eiter;3;0.000634783;0.000759141
Lars Arge;4;0.001233582;6.26E-05
Mayur Datar;2;0.00103374;0.000226866
Francesco M. Donini;1;0.000970798;2.38E-148
S. Seshadri;2;0.000794322;0.00012961
Barbara Smith-Thomas;1;0.000542924;0.000108418
Rasmus Pagh;6;0.002026964;0.000192552
Ashish Gupta 0001;3;0.000552545;0.002358371
Slawek Staworko;1;0.000524186;2.94E-05
C. R. Ramakrishnan;1;0.000554054;5.64E-05
Guillaume Bagan;1;0.000585048;2.86E-05
Ashish Goel;1;0.000386306;3.27E-05
John Hershberger;2;0.000837725;9.47E-07
Eli Upfal;3;0.001949179;0.001281005
Amit Kumar 0001;3;0.00075652;6.04E-05
Haixun Wang;1;0.000931099;1.54E-150
Mikkel Thorup;2;0.000951364;0.000221241
Dan E. Willard;1;0;0
Tova Milo;22;0.005369502;0.01135462
Jack A. Orenstein;1;0.000931099;5.45E-235
Christof Löding;1;0.000500439;0.000831287
Arvola Chan;1;0.000865795;5.58E-05
Michael C. Martin;1;0.000931099;2.94E-97
Sophie Cluet;1;0.000439155;0.000176341
Brian Babcock;3;0.001561906;0.000362546
Luc Boasson;1;0.000931099;1.54E-150
Aris Anagnostopoulos;1;0.000414522;0.000364792
Eljas Soisalon-Soininen;7;0.002111241;1.73E-05
Marc Gyssens;8;0.002055169;0.002989882
Mirek Riedewald;1;0.000666222;3.23E-05
Isolde Adler;1;0;0
Marc Friedman;1;0.000431886;0.000395696
Martin Theobald;1;0.000318175;6.38E-07
Rong Sun;1;0.000931099;5.45E-235
H. V. Jagadish;5;0.001526203;0.001520315
Guy Pardon;1;0.000618907;5.68E-08
Hanson Zhou;1;0.000284161;0.000120555
Stavros S. Cosmadakis;8;0.000945425;0.002248361
Tirza Hirst;1;0.000707444;1.69E-208
Rebecca N. Wright;2;0.001081316;6.65E-05
Paolino Di Felice;1;0.000532176;2.98E-07
Kelvin Kam Wing Chu;1;0.000361782;3.94E-09
Mohamed G. Gouda;1;0.000496708;7.21E-06
Linfeng Zhang;1;0.000931099;5.45E-235
Vassilis Christophides;1;0.000538961;0.000769249
Cristian Bucila;1;0.000676405;3.23E-05
Graham Cormode;9;0.002392954;0.000610918
Kousha Etessami;1;0;0
Atish Das Sarma;1;0.000409253;3.52E-05
Claudio Bettini;1;0.000673555;9.07E-07
Georg Gottlob;28;0.006464323;0.005099691
Amélie Gheerbrant;1;0.000356824;0.000771285
Shivakumar Vaithyanathan;2;0.00087344;0.006874748
Yasushi Sakurai;1;0.000720008;9.76E-06
Vassilis J. Tsotras;3;0.001324876;2.96E-06
François Bancilhon;6;0.001342594;0.004125433
Aurélien Lemay;1;0.000539788;2.26E-06
Sariel Har-Peled;2;0.001101937;5.20E-05
Ravi Kumar 0001;7;0.003136922;0.007129342
Jerry Zheng Li;1;0.000931099;2.00E-128
Surajit Chaudhuri;9;0.000943555;0.006870029
Sharma V. Thankachan;1;0.00071593;2.62E-05
Dakshi Agrawal;2;0.000896704;3.52E-173
Andreas Reuter 0001;1;0;0
Sebastian Rudolph;2;0.000747586;0.00026156
Izchak Sharfman;1;0.000931099;1.04E-181
Nancy A. Lynch;5;0.001706374;3.34E-113
Mohamed Faouzi Atig;1;0.000674709;0.000365757
Kostas Tsichlas;1;0.000719716;1.71E-06
Catherine Lassez;1;0.000616425;0.000126694
Zhiyuan Chen;1;0.000484655;0.000115392
Steven P. Reiss;1;0.000931099;1.04E-181
Michal Pilipczuk;1;0.000505541;7.23E-05
Michael R. Genesereth;2;0.000610926;4.41E-05
Paula Ta-Shma;1;0.000351124;0.000935581
Hector Garcia-Molina;3;0.00141013;5.07E-05
Aaron Watters;1;0.000405072;0.000250268
Hanan Samet;1;0.000931099;5.45E-235
Walker M. White;2;0.001233798;6.17E-05
Jayadev Acharya;1;0.000931099;2.00E-128
Haiyan Ye;1;0.000481543;6.74E-07
Hans-Peter Kriegel;1;0.000931099;1.54E-150
Jie-Bing Yu;1;0.000565017;0.000479204
Stefan Haar;1;0.000504277;0.001511735
Wojciech Czerwinski;2;0.000819622;0.000340005
Edith Cohen;5;0.001083573;0.000690025
Michael Carbin;1;0.000931099;2.94E-97
Wen K. Lee;1;0.000931099;1.04E-181
Manas R. Joglekar;1;0.00043566;8.94E-05
Nicole Bidoit;2;0.000407815;0.001075249
Yannis E. Ioannidis;2;0.000764005;0.000558487
Jasmine Novak;1;0.000626773;0.002732126
Larry Raab;1;0.000931099;5.45E-235
Judith Klavans;1;0;0
Carlos A. Hurtado;3;0.000911156;0.001537886
Sergey Melnik;1;0.000472194;0.000252092
Kamesh Munagala;5;0.001433131;0.00031917
Yeye He;1;0.000688891;6.44E-05
Wouter Gelade;2;0.00084046;0.001733454
David Zage;1;0.000971947;1.20E-71
Z. Meral Özsoyoglu;4;0.001447572;5.64E-140
Marianne Winslett;2;0;0
Mehmet M. Dalkilic;1;0.000325458;2.08E-05
Wolfgang May;1;0.000498674;1.48E-05
David G. Kirkpatrick;1;0.000901161;3.98E-164
Oded Shmueli;10;0.001997378;0.005082728
Jérôme Siméon;1;0.000230143;0.000383991
Rakesh Agrawal;3;0.000931099;1.04E-181
Michael Greenwald;1;0.000270231;0.000134763
Krzysztof Onak;1;0.000931099;5.45E-235
Jeffrey A. Vaughan;1;0.000931099;1.04E-181
Stephen J. Hegner;4;0;0
Tom J. Ameloot;4;0.001311403;0.002436917
Khaled A. S. Abdel-Ghaffar;1;0.000309955;1.53E-07
Ali Saman Tosun;1;0.000931099;1.04E-181
Chandra Chekuri;1;0.000479128;2.91E-05
Ching-Tien Ho;1;0.000931099;1.04E-181
Prasan Roy;1;0.000533298;0.000194837
Benjamin C. Pierce;2;0.000931099;1.04E-181
Atsushi Ohori;1;0.000931099;5.45E-235
Claire David;2;0.000861491;0.001502592
Jia-Huai You;1;0.000449207;1.72E-140
Nicole Schweikardt;5;0.000906868;0.000668487
David DeHaan;1;0;0
Gabriel Matsliach;1;0;0
Pavel Avgustinov;1;0.000931099;1.54E-150
Mahesh Datt Yemmanuru;1;0.000651952;9.08E-06
Yoav Raz;1;0;0
David Harel;3;0.001378408;3.37E-208
Cynthia A. Phillips;1;0.000971947;1.20E-71
Gerald J. Popek;1;0.000931099;5.45E-235
Lawrence V. Saxton;1;0.000610488;0.000425865
Filip Murlak;3;0.001066118;0.001412532
Venkatesh Ganti;1;0.000407773;0.000460237
Sven Hartmann;2;0.000931099;1.04E-181
John B. Kam;1;0.000931099;1.04E-181
Palash Dey;1;0.000494232;0.000126723
Mahmoud Abo Khamis;3;0.000875508;0.000700805
Alex Thomo;1;0.00032923;1.23E-05
Joseph Albert;1;0.000374748;0.000459737
Bill Howe;1;0.000622572;0.000588434
Mario Szegedy;1;0.000600087;0.000123186
Alan Nash;5;0.001396413;0.004926783
Andrew McGregor 0001;8;0.002586464;0.000763493
Chinya V. Ravishankar;1;0.000931099;1.04E-181
M. S. Krishnamoorthy;1;0.000931099;1.04E-181
Jinyan Li;1;0.000731891;0.000140889
Marc H. Graham;6;0.001217376;0.002118872
Alessandro Tiberi;1;0.000737013;0.000248341
Trevor Jim;1;0.000245889;0.000433368
Arvind Arasu;2;0.000875253;0.000159167
Aravind Ramachandran;1;0.000931099;1.04E-181
Xiao Hu;1;0.000246059;1.73E-05
Flip Korn;3;0.001090705;0.000404666
Alexandros Biliris;1;0;0
Giuseppe Ottaviano;1;0.000301087;1.89E-06
Thomas Wilke;1;0.000500439;0.000831287
Wolfgang Scheufele;1;0.000931099;5.45E-235
Max J. Egenhofer;1;0;0
John Whaley;1;0.000931099;2.94E-97
Jeremy T. Fineman;1;0.00065767;3.49E-72
Antonio L. Furtado;1;0.000584769;0.000126999
André Hernich;3;0.000901423;0.000434142
Luca Cabibbo;1;0.000506258;0.000561264
Susumu Kunifuji;1;0.000931099;2.84E-111
Stéphane Bressan;1;0.000931099;1.54E-150
Panos K. Chrysanthis;1;0.000931099;5.45E-235
Won Kim;1;0;0
Michael Schmidt 0002;1;0.000622744;4.78E-05
Vijayshankar Raman;1;0;0
Stefan Mengel;1;0.000707444;1.69E-208
Vibhor Rastogi;3;0.001212735;0.001109694
Yuri Breitbart;3;0.001115774;0.000383352
Darren Erik Vengroff;1;0.000554953;0.000352628
Arnab Bhattacharyya;1;0.000494232;0.000126723
Martin Odersky;1;0.000931099;1.04E-181
Vivek R. Narasayya;1;0.000544239;0.000380648
Michael J. Fischer;2;0.000959743;9.04E-114
Monica S. Lam;1;0.000931099;2.94E-97
Gabriele Puppis;1;0.000434885;0.000454265
Bogdan Cautis;1;0.000361402;0.001438148
Giuseppe De Giacomo;9;0.002314897;0.030222245
Mauro Sozio;2;0.001099288;0.000249543
Michael Rabinovich;1;0.000931099;5.45E-235
Dimitris N. Metaxas;1;0.000458749;4.79E-07
Xiaocheng Hu;3;0.000875433;5.14E-06
Henry Tirri;1;0.000323377;2.71E-06
Francis Y. L. Chin;1;0.000931099;5.45E-235
Michael I. Jordan;1;0;0
David Scott Warren;2;0.000931099;1.04E-181
Gerhard Weikum;6;0.002099715;1.31E-05
V. S. Subrahmanian;1;0.000709199;1.31E-05
Sachin More;1;0.000444258;6.28E-05
Anirban Majumder;1;0.00028247;8.19E-06
Alessandro D'Atri;3;0.001171838;8.05E-07
George H. L. Fletcher;1;0.000482715;0.000705171
Mohammad Mahdian;2;0.000921737;0.002606267
Per-Åke Larson;1;0.000931099;5.45E-235
Anca Muscholl;2;0.000870022;0.001046513
Hao Yang;1;0.000931099;1.54E-150
Wen-Chi Hou;1;0.000915916;1.99E-175
Adam Meyerson;1;0.000280293;8.03E-05
Boaz Barak;1;0.000897926;1.49E-09
Francis C. Chu;2;0.000918345;3.08E-05
Hoa T. Vu;1;0.000455288;3.91E-05
Anant Jhingran;1;0.000931099;1.54E-150
Shivnath Babu;2;0.001149786;0.000324733
Roni Khardon;1;0.000613701;1.60E-05
Hubie Chen;2;0.001378408;3.37E-208
Vinay K. Chaudhri;2;0.000624793;5.31E-05
Benny Kimelfeld;15;0.002866582;0.021529999
Stuart E. Madnick;1;0.000521418;8.80E-170
Sharon McCure Kuck;1;0.000238645;0.001081548
Hakan Ferhatosmanoglu;1;0.000931099;1.04E-181
Y. C. Tay;5;0.000911071;0.000381413
Hannu Toivonen;1;0.000613701;1.60E-05
Serge Abiteboul;28;0.006118734;0.018190116
V. Benjamin Livshits;1;0.000931099;2.94E-97
Detlev Ruland;1;0.000931099;5.45E-235
Jan Chomicki;7;0.001216467;0.00123326
Rosalba Giugno;1;0.000653345;2.13E-06
Ting Deng;2;0.000693241;0.001551162
Jeffrey Scott Vitter;8;0.00334942;0.00040327
Robert Fink;1;0.000931099;5.45E-235
Ying Xu 0002;1;0.000275498;2.77E-05
Piero A. Bonatti;1;0;0
Zhen Liu;1;0.000931099;1.54E-150
Peter Z. Revesz;3;0.000680964;0.00093383
Lisa Hellerstein;1;0.000970798;2.38E-148
Derick Wood;2;0.000696018;1.77E-06
Nathan Goodman;9;0.002426151;0.000838453
Amir M. Zarkesh;1;0.00066816;1.89E-05
Li-Yan Yuan;5;0.001856218;7.11E-140
Michael W. Mahoney;1;0;0
A. Michael;1;0.000411569;1.86E-114
Arie Shoshani;1;0;0
Howard J. Karloff;1;0.000931099;5.45E-235
Jerzy Marcinkowski;2;0.000931099;1.04E-181
David P. Woodruff;10;0.003399568;0.002476628
Marco Schaerf;2;0.000970798;2.38E-148
Stephanie Tien Lee;1;0.000437876;0.000260939
Marco Cadoli;2;0.001322423;2.58E-148
Joseph M. Hellerstein;3;0.000923714;0.001633413
Thomas Lukasiewicz;2;0.000756325;0.000571969
Martín Ugarte;1;0.000243144;0.000366584
Gareth Smith;1;0.000931099;1.54E-150
Evgeny Dantsin;1;0.000707444;1.69E-208
Colin Hirsch;1;0.000915916;1.99E-175
Renée J. Miller;1;0.000468378;0.002681715
Theodore Johnson;2;0.00061139;4.06E-06
Luc Segoufin;13;0.002989657;0.009160442
Ganesh Ramesh;1;0.000931099;1.04E-181
Jan Hidders;1;0.000586672;0.000194178
Bozidar Radunovic;1;0.000931099;1.04E-181
Elisa Bertino;1;0.000931099;5.45E-235
Laurent Herr;1;0.000361314;0.00124411
Peter J. Stuckey;1;0.000273677;5.52E-05
Moshe Y. Vardi;29;0.00410429;0.035581173
Robert Baumgartner;1;0.000639292;0.000381508
Justin Thaler;1;0.000654107;4.21E-06
Sanjay Manchanda;1;0;0
T. S. Jayram;3;0.000684494;0.002135409
Omar Benjelloun;2;0.000583139;0.002876297
Artur Bykowski;1;0.000931099;5.45E-235
Domenico Lembo;2;0.00058689;0.003622889
Sushant Patnaik;2;0.001064242;2.04E-155
Pablo Barceló;8;0.002206916;0.008617688
Mukund Sundararajan;1;0.000931099;5.45E-235
Mario Alviano;1;0.000269515;7.55E-05
Leonid Libkin;32;0.00585031;0.013326934
Zoltán Miklós;1;0.000356179;0.000473789
Donghui Zhang;2;0.001001868;2.17E-06
Walid G. Aref;1;0.000931099;5.45E-235
Sambuddha Roy;1;0.00078391;3.17E-05
Elias Koutsoupias;2;0.000540705;0.000812799
Colin Bell;1;0.000709199;1.31E-05
Victor O. K. Li;1;0.000931099;5.45E-235
Wolfgang Lehner;1;0.00054234;6.99E-06
David Maier;7;0.001506296;0.006131524
Patricia G. Selinger;1;0;0
Haodong Hu;2;0.000491716;4.55E-72
Ping Lu;2;0.000791408;0.001626668
Andrea Calì;2;0.000568615;0.00081956
Uri Stemmer;1;0.000565307;1.15E-08
Frank Olken;1;0.000517701;2.40E-164
Takeshi Fukuda;1;0.000970798;2.38E-148
Fabio Vandin;1;0.000803757;7.75E-05
Christoph Koch 0001;10;0.001771542;0.001974839
David Cheng;1;0.00067152;4.94E-05
Toni Mancini;1;0.000420678;8.36E-149
Nirman Kumar;1;0.000579749;9.07E-06
Lap-Kei Lee;1;0.000931099;5.45E-235
David Toman;1;0;0
Catriel Beeri;13;0.002781472;0.007865583
Jens Lechtenbörger;3;0.000405733;0.000184653
Va-On Tam;1;0.000521418;8.80E-170
Peter Widmayer;3;0.001488977;6.11E-06
George Papageorgiou;1;0.000661799;0.003307637
Daniela Florescu;1;0.000354584;0.000809803
Mitsunori Ogihara;1;0.000931099;1.54E-150
Gjergji Kasneci;1;0.000244054;0.000225551
Irène Guessarian;1;0.000931099;1.54E-150
Paolo Giulio Franciosa;1;0.000650581;3.30E-05
Maria Cristina De Bernardis;1;0.000425254;9.81E-07
Christophe Rigotti;1;0.000931099;5.45E-235
Avrim Blum;1;0.00062533;1.22E-08
Kevin J. Compton;1;0.000363435;0.001745179
Sridhar Ramaswamy;2;0.000805251;0.000353427
Marcelo Arenas;13;0.002800583;0.007530948
Ekow J. Otoo;1;0;0
Manish Patil;1;0.00071593;2.62E-05
Jun Sese;1;0.000420678;8.36E-149
Michael Gelfond;1;0.000931099;1.04E-181
Francesco Silvestri 0001;2;0.00082622;1.98E-05
Kian-Lee Tan;1;0.000931099;1.54E-150
Yuri Gurevich;2;0.00136593;2.33E-175
David L. Martin 0001;1;0.000413484;0.001691658
Alan Fekete;3;0.001183498;3.08E-113
Stephen Fox;1;0.000865795;5.58E-05
Mikhail J. Atallah;2;0.001378408;3.37E-208
Jef Wijsen;4;0.000432528;0.000794179
Yelena Yesha;1;0.000507111;0.001834476
Darakhshan J. Mir;1;0.000613022;6.62E-05
Sairam Subramanian;1;0.000310787;1.72E-05
Satyen Kale;1;0.000897926;1.49E-09
Michael Hay;2;0.000951375;0.000693153
Raghav Kaushik;2;0.000859445;0.000550298
Hossein Jowhari;1;0.000931099;1.04E-181
Hai-Yann Hwang;1;0.000496708;7.21E-06
David J. DeWitt;1;0.000931099;5.45E-235
Ronitt Rubinfeld;2;0.000669759;2.05E-05
Hyun Chul Lee;1;0.000931099;1.04E-181
Andrea Pietracaprina;1;0.000803757;7.75E-05
Luigi Palopoli;1;0.000931099;1.54E-150
Bernd-Uwe Pagel;3;0.001180576;3.69E-07
Guido Moerkotte;1;0.000931099;5.45E-235
Eric Simon;1;0.000363435;0.001745179
Siu-Wing Cheng;1;0.000483028;2.69E-05
Stavros Christodoulakis;1;0.000931099;5.45E-235
Idit Keidar;1;0.000931099;5.45E-235
Johannes Gehrke;7;0.00249052;0.000568766
Todd J. Green;3;0.000758861;0.000142513
I. V. Ramakrishnan;2;0.000991479;0.00010993
Thomas Schwentick;11;0.002825117;0.004633636
Peter Brössler;1;0.000708323;7.42E-07
Abhinandan Nath;1;0.000526328;2.49E-05
Shaibal Roy;1;0;0
Zvi M. Kedem;1;0.000707444;1.69E-208
Yannis Katsis;1;0.00040414;0.00038431
Moses Charikar;1;0.000544239;0.000380648
Charu C. Aggarwal;4;0.001378408;5.28E-173
Yasuhiko Morimoto;1;0.000970798;2.38E-148
Ashwin Machanavajjhala;2;0.000501558;2.93E-05
Athena Roussou;1;0.000661799;0.003307637
Domagoj Vrgoc;1;0.000359873;0.000782962
Swastik Kopparty;1;0.000931099;1.04E-181
Ke Wang;2;0.000312167;0.00010314
Ashok K. Chandra;2;0.000707444;1.69E-208
Mihalis Yannakakis;10;0.001387663;0.003512678
Pavel Zezula;1;0.000931099;1.04E-181
Amr El Abbadi;8;0.002804523;3.15E-06
Jens-Peter Dittrich;1;0.000608474;2.42E-06
Sara Cohen;7;0.001092166;0.00685415
Alban Galland;1;0.000558983;0.000984034
Ryan Williams;3;0.000992747;0.00164906
Ziv Bar-Yossef;2;0.000931099;2.00E-128
Andrew Tomkins;4;0.002017982;0.004752056
Rajan Suri;2;0.000655587;0.000118759
Georg Lausen;4;0.001627771;6.11E-05
Lauri Malmi;1;0.000319194;8.44E-07
Madhukar N. Thakur;1;0.000413484;0.001691658
Casper Kejlberg-Rasmussen;1;0.000719716;1.71E-06
Udi Manber;2;0.000931099;5.45E-235
Prabhakar Raghavan;4;0.001899047;0.002726205
Dayou Zhou;1;0.000486467;0.001303932
Amnon Lotem;1;0.000401339;0.001808087
Pan Xu;1;0.000281544;1.64E-05
Paolo Liberatore;1;0.000970798;2.38E-148
Gregory Karvounarakis;1;0.000428436;7.46E-05
Anthony J. Bonner;4;0.000506132;4.78E-08
Bertrand Simon;1;0.000971947;1.20E-71
Shari Roseman;1;0.000458749;4.79E-07
Dzintars Avots;1;0.000931099;2.94E-97
Ti-Pin Chang;1;0.000294758;0.000189809
James Cheney;1;0.000448929;0.001540134
Carmem S. Hara;1;0.000297368;4.79E-05
Joost Engelfriet;1;0.000931099;1.04E-181
Masatoshi Yoshikawa;2;0.000920567;0.000190763
Slawomir Pilarski;1;0.000707444;1.69E-208
Maarten Marx;2;0;0
Carsten Lund;2;0.000951364;0.000221241
Thane E. Plambeck;1;0;0
Jim Calhoun;1;0.000931099;5.45E-235
Zengfeng Huang;2;0.000903667;0.000121874
Utkarsh Srivastava;3;0.000716418;0.000383887
Karl Schnaitter;2;0.000623187;0.000564814
Cynthia Dwork;2;0.001413127;1.31E-08
Bas Ketsman;2;0.000877322;0.001305691
Frederick Reiss;2;0.00070966;0.00632803
Setrag Khoshafian;1;0.000253765;0.000200814
Sepideh Mahabadi;2;0.000899878;0.000155854
Paolo Guagliardo;1;0.000243247;0.000648715
C. Mohan;1;0.000441655;8.85E-05
Ludwig Schmidt;1;0.000931099;2.00E-128
Guy Van den Broeck;1;0.000507414;0.000534736
Uri Zarfaty;1;0.000931099;1.54E-150
Emanuel Sallinger;2;0.000690897;0.00232031
Marcus Herzog;1;0.000639292;0.000381508
Ken Q. Pu;1;0.000272221;0.000200326
Thomas Dybdahl Ahle;1;0.000658549;1.09E-05
Patrick C. Fischer;2;0.000363779;0.000768718
Zhenming Liu;1;0.000931099;1.04E-181
Sergio Tessaris;1;0.000931099;5.45E-235
Mark J. Post;1;0.000931099;1.04E-181
Chung-Min Chen;1;0.000931099;5.45E-235
Maurizio Lenzerini;9;0.001822091;0.028301048
Jelani Nelson;2;0.000624677;0.000247564
Martin Farach-Colton;2;0.000911002;5.80E-72
Peter Muth;2;0.001113925;1.38E-06
Riccardo Rosati;4;0.000833909;0.007542157
Daniel J. Rosenkrantz;2;0.000931099;1.04E-181
Michael A. Taitslin;2;0.000931099;1.04E-181
Heinrich Toben;1;0.000632472;3.33E-07
Marco A. Casanova;5;0.001617545;0.002482019
F. Manfredi;1;0.000570176;1.77E-06
J. D. Tygar;1;0;0
Kim Marriott;1;0.000931099;1.04E-181
Sam Toueg;1;0.000309955;1.53E-07
Flaviu Cristian;1;0.000466875;2.89E-06
Tim Sheard;1;0.000461168;5.89E-156
Dean Jacobs;1;0.000512724;0.000199521
Udo Kelter;1;0;0
Yakov Nekrich;3;0.001056898;4.59E-05
Rajeev Alur;1;0;0
Narayanan Krishnakumar;1;0.000931099;5.45E-235
Jacob Stein;1;0.000267673;0.000298464
Chen Li 0001;2;0.000694657;0.000339743
Marco Montali;3;0.001235932;0.006416692
Ilya P. Razenshteyn;1;0.000658549;1.09E-05
Albert Atserias;1;0.000413484;0.001691658
Jean-Marc Talbot;1;0.000812619;1.23E-07
Jack Kent;1;0.000660318;2.60E-06
Patrick Cégielski;1;0.000931099;1.54E-150
Tiko Kameda;2;0.001378408;3.37E-208
Leopoldo E. Bertossi;1;0.000390872;0.000426615
S. Sudarshan 0001;3;0.001103814;0.001134946
Marco Patella;1;0.000931099;1.04E-181
Bradley C. Kuszmaul;2;0.000626886;5.17E-72
Rafail Ostrovsky;2;0.000764266;2.45E-05
Harry R. Lewis;1;0.000526633;1.07E-175
Nilesh N. Dalvi;5;0.0017883;0.002672867
Srinivasan Parthasarathy 0002;1;0.000931099;1.54E-150
Randy H. Katz;1;0.000414516;4.77E-05
Claudio Gutiérrez;1;0.000401354;0.000275186
Uri Shaft;1;0.000565017;0.000479204
Miron Livny;2;0.001208795;1.20E-144
Stijn Dekeyser;1;0.000586672;0.000194178
Pierre Wolper;2;0.001486491;1.48E-162
Allen Van Gelder;7;0.001404318;5.59E-05
Don S. Batory;2;0;0
Daniel P. Miranker;1;0.000335649;1.11E-06
Dietmar Seipel;1;0.000931099;5.45E-235
Sumit Ganguly;6;0.002183893;0.00016829
Jürgen Seib;1;0.000312652;2.97E-06
Adrian Segall;1;0.000398414;8.38E-06
Maurice Herlihy;1;0.000347317;6.53E-114
Grant Wang;1;0.00067152;4.94E-05
Liadan O'Callaghan;1;0.000521714;5.64E-05
Val Tannen;7;0.001800251;0.001389301
Tomasz Idziaszek;1;0.00044106;0.00058967
Foto N. Afrati;7;0.001701494;0.006621979
Bogdan Warinschi;1;0.000931099;5.45E-235
Vasilis Samoladas;2;0.000691656;2.27E-05
Philippe Picouet;1;0.000250377;0.000859739
Umeshwar Dayal;5;0.001717172;0.000140854
Ling Tony Chen;1;0.000517701;2.40E-164
Meghyn Bienvenu;2;0.001043628;0.001041436
Krzysztof Choromanski;1;0.000931099;5.45E-235
Edward Sciore;2;0;0
Alin Deutsch;6;0.001992915;0.006690967
Pranjal Awasthi;1;0.00078391;3.17E-05
Christian Böhm;1;0.000931099;1.54E-150
Daniel Zinn;1;0.000442128;0.000570373
Barbara Catania;1;0.000931099;5.45E-235
Yehoshua Sagiv;31;0.005590333;0.022218893
H. F. Ting;1;0.000931099;5.45E-235
Olga Kapitskaia;1;0.000439155;0.000176341
Beng Chin Ooi;1;0.000931099;1.54E-150
Philip S. Yu;1;0.000518184;1.76E-173
Zhewei Wei;3;0.001166292;0.00014731
Balder ten Cate;6;0.001725741;0.00097969
Vânia Maria Ponte Vidal;1;0.000336151;0.000120817
Lucian Popa;5;0.001511578;0.019712356
Efthymia Tsamoura;1;0.000396781;0.000479841
Sándor P. Fekete;1;0.00065767;3.49E-72
Yousef J. Al-Houmaily;1;0.000931099;5.45E-235
Nick G. Duffield;2;0.000951364;0.000221241
Carla Schlatter Ellis;2;0;0
An Zhu;1;0.001003289;4.30E-06
Paolo Ciaccia;1;0.000931099;1.04E-181
Yap-Peng Tan;1;0.000731891;0.000140889
Jae Chung;1;0.000660318;2.60E-06
Kee S. Ong;1;0;0
James Bailey;1;0.000498319;6.93E-05
Jin-yi Cai;1;0.000588999;0.00011202
Shamim A. Naqvi;4;0.000867289;0.001185125
Kenneth Salem;1;0.000379516;2.47E-06
Walter A. Burkhard;2;0;0
Marcus Fontoura;2;0.000931099;2.00E-128
James F. Lynch;1;0;0
Frank Wolter;1;0.000593475;0.000105743
George Kollios;1;0.000421834;9.67E-07
Jyrki Kivinen;1;0.000298407;1.44E-05
Almira Karabeg;1;0.000577758;0.000952466
Rahul Shah;2;0.001305787;6.19E-05
Saladi Rahul;2;0.000382144;2.93E-06
Richard E. Ladner;1;0.000931099;5.45E-235
Henry F. Korth;6;0.001856079;0.000862419
Miao Qiao;3;0.000875433;5.14E-06
Luiz Tucherman;1;0.000584769;0.000126999
K. V. S. Ramarao;2;0.000931099;5.45E-235
Wojciech Kazana;1;0.000250143;0.000445903
V. S. Lakshmanan;1;0.000272221;0.000200326
Marie-Christine Rousset;1;0.000351139;0.000759307
Leonard Pitt;1;0.000468565;7.78E-05
Kobbi Nissim;4;0.001744385;2.25E-07
Hisao Tamaki;1;0.000504996;0.000908601
Phillip B. Gibbons;1;0.000600087;0.000123186
Marco Manna;1;0.000364847;0.001133677
Jan Vondrák;1;0.000370508;0.001128286
Dina Q. Goldin;1;0.000397994;0.000465418
Rajeev Rastogi;6;0.002436922;0.000570315
Cristina Sirangelo;3;0.000801863;0.002518036
Jonathan W. Berry;1;0.000971947;1.20E-71
Tal Malkin;1;0.000931099;5.45E-235
Nobuyoshi Miyazaki;1;0.000931099;2.84E-111
Donald B. Johnson;1;0.000931099;5.45E-235
Minos N. Garofalakis;4;0.001145333;0.000167368
Bogdan Marinoiu;1;0.000410022;0.000935525
Émilien Antoine;1;0.000558983;0.000984034
R. J. Peterson;1;0.000931099;5.45E-235
Sofya Vorotnikova;1;0.000455288;3.91E-05
Milena Mihail;1;0.000931099;5.45E-235
Michael Meier 0002;1;0.000622744;4.78E-05
Ramanathan V. Guha;1;0.000626773;0.002732126
Samuel McCauley;1;0.000971947;1.20E-71
Mark J. Wheelhouse;1;0.000931099;1.54E-150
Reza Sadri;1;0.00066816;1.89E-05
Yunyao Li;2;0.00087344;0.006874748
Patricio V. Poblete;1;0.000342636;1.07E-06
